record_key,doi,openalex_id,title,authors,year,type,source,cited_by_count,query_ids,title_screen_candidate
10.1364/oe.18.021826,10.1364/oe.18.021826,https://openalex.org/W2159590568,Femtosecond laser micromachining of fused silica molds,Frédéric Madani-Grasset; Yves Bellouard,2010,article,Optics Express,31,Q09,no
10.1364/oe.21.028559,10.1364/oe.21.028559,https://openalex.org/W2001009621,Demonstration of amplified data transmission at 2 µm in a low-loss wide bandwidth hollow core photonic bandgap fiber,M. N. Petrovich; Francesco Poletti; J. P. Wooler; Alexander M. Heidt; N. K. Baddela; Zhentao Li; D. R. Gray; Radan Slavı́k; Francesca Parmigiani; Natalie V. Wheeler; J. R. Hayes; E. Numkam; Lars Grüner-Nielsen; Bera Pálsdóttir; Richard Phelan; Brian Kelly; John O’Carroll; Martin Becker; N. MacSuibhne; Jian Zhao; Fatima C. Garcia Gunning; A.D. Ellis; Periklis Petropoulos; S. U. Alam; David J. Richardson,2013,article,Optics Express,130,Q04,no
10.1364/oe.414674,10.1364/oe.414674,https://openalex.org/W3112647461,Astigmatic hybrid SU(2) vector vortex beams: towards versatile structures in longitudinally variant polarized optics,Zhaoyang Wang; Yijie Shen; Darryl Naidoo; Xing Fu; Andrew Forbes,2020,article,Optics Express,27,Q05,no
10.1364/oe.458162,10.1364/oe.458162,https://openalex.org/W4225398594,Magnetically sensitive fiber probe with nitrogen-vacancy center nanodiamonds integrated in a suspended core,Adam Filipkowski; Mariusz Mrózek; Grzegorz Stępniewski; Maciej J. Głowacki; Dariusz Pysz; Wojciech Gawlik; Ryszard Buczyński; Mariusz Klimczak; Adam M. Wojciechowski,2022,article,Optics Express,19,Q04,no
10.1364/ol.28.001323,10.1364/ol.28.001323,https://openalex.org/W1995112688,Low-coherence interferometric tip-clearance probe,Andreas Kempe; Stefan Schlamp; Thomas Rösgen; Ken Haffner,2003,article,Optics Letters,49,Q12,yes
10.1364/ol.30.001021,10.1364/ol.30.001021,https://openalex.org/W2107143064,Miniature fiber-optic multicavity Fabry–Perot interferometric biosensor,Yan Zhang; Helen Shibru; Kristie L. Cooper; Anbo Wang,2005,article,Optics Letters,118,Q04,yes
10.1364/ol.36.004392,10.1364/ol.36.004392,https://openalex.org/W2037879505,Stationary-fiber rotary probe with unobstructed 360° view for optical coherence tomography,Shoude Chang; E. G. Murdock; Youxin Mao; Costel Flueraru; John Disano,2011,article,Optics Letters,27,Q04,no
10.1364/ol.41.000497,10.1364/ol.41.000497,https://openalex.org/W2414051937,High-resolution wavefront shaping with a photonic crystal fiber for multimode fiber imaging,Lyubov V. Amitonova; Adrien Descloux; J. Petschulat; Michael H. Frosz; Goran Ahmed; Fehim Babic; Xin Jiang; Allard P. Mosk; P. St. J. Russell; Pepijn W. H. Pinkse,2016,article,Optics Letters,69,Q04,no
10.1364/optica.6.000269,10.1364/optica.6.000269,https://openalex.org/W2902493952,Mapping complex mode volumes with cavity perturbation theory,Kévin G. Cognée; Wei Yan; Federico La China; Dario Balestri; Francesca Intonti; Massimo Gurioli; A. Femius Koenderink; Philippe Lalanne,2019,article,Optica,51,Q04,no
10.1364/opticaopen.22968014.v1,10.1364/opticaopen.22968014.v1,https://openalex.org/W4377241326,Accelerated fixed-point iterative reconstruction for fiber borescope imaging,Zheyuan Zhu; Dewan Saiham; Andrew G. Klein; Shuo Pang,2023,preprint,,0,Q08,yes
10.1364/opticaopen.22968014.v2,10.1364/opticaopen.22968014.v2,https://openalex.org/W4382559776,Accelerated fixed-point iterative reconstruction for fiber borescope imaging,Zheyuan Zhu; Dewan Saiham; Andrew G. Klein; Shuo Pang,2023,preprint,,0,Q08,yes
10.1364/opticaopen.23650287.v1,10.1364/opticaopen.23650287.v1,https://openalex.org/W4383737474,High sensitivity optical fiber probe for simultaneous measurement of chloride ions and temperature,Weihong Bi; Li Xia; Yu Li; Chenxiao Wang; Wa Jin; Guangwei Fu; Xinghu Fu,2023,preprint,,0,Q04,no
10.1364/osac.2.000839,10.1364/osac.2.000839,https://openalex.org/W2921307207,Measurement model of the omnidirectional structured-light vision and its calibration method,Rongfang He; Chang Liu; Zhou Zhang; Junhua Sun,2019,article,OSA Continuum,6,Q05,no
10.1364/prj.420672,10.1364/prj.420672,https://openalex.org/W3172953701,Hollow-core antiresonant terahertz fiber-based TOPAS extruded from a 3D printer using a metal 3D printed nozzle,Wanvisa Talataisong; Jon Gorecki; Lieke Dorine van Putten; Rand Ismaeel; James Williamson; Katie Addinall; Daniel Schwendemann; Martynas Beresna; Vasilis Apostolopoulos; Gilberto Brambilla,2021,article,Photonics Research,54,Q04,no
10.1364/sensors.2018.seth2e.4,10.1364/sensors.2018.seth2e.4,https://openalex.org/W2810055934,Optical Fibre-Based Reflective Displacement Sensing System for High Sensitivity Blade Tip-Clearance Measurements,Josu Amorebieta; Rubén Fernández; Gaizka Durana; Josu Beloki; Joseba Zubía,2018,conference-paper,"Advanced Photonics 2018 (BGPP, IPR, NP, NOMA, Sensors, Networks, SPPCom, SOF)",0,Q12,yes
10.1371/journal.pmed.1001644,10.1371/journal.pmed.1001644,https://openalex.org/W2168270561,Fecal Contamination of Drinking-Water in Low- and Middle-Income Countries: A Systematic Review and Meta-Analysis,Robert Bain; Ryan Cronk; Jim Wright; Hong Yang; Tom Slaymaker; Jamie Bartram,2014,review,PLoS Medicine,610,Q02,no
10.1371/journal.pone.0000302,10.1371/journal.pone.0000302,https://openalex.org/W2101275612,A Positive Regulatory Loop between foxi3a and foxi3b Is Essential for Specification and Differentiation of Zebrafish Epidermal Ionocytes,Chung‐Der Hsiao; May‐Su You; Ying-Jey Guh; Ming Ma; Yun‐Jin Jiang; Pung‐Pung Hwang,2007,article,PLoS ONE,144,Q09,no
10.1371/journal.pone.0071552,10.1371/journal.pone.0071552,https://openalex.org/W2165354306,"Research Tools to Investigate Movements, Migrations, and Life History of Sturgeons (Acipenseridae), with an Emphasis on Marine-Oriented Populations",Troy C. Nelson; Phaedra Doukakis; Steven T. Lindley; Andrea Schreier; Joseph E. Hightower; Larry R. Hildebrand; Rebecca Whitlock; Molly A. H. Webb,2013,article,PLoS ONE,56,Q08,no
10.1371/journal.pone.0105224,10.1371/journal.pone.0105224,https://openalex.org/W2001076148,"Integrative Advances for OCT-Guided Ophthalmic Surgery and Intraoperative OCT: Microscope Integration, Surgical Instrumentation, and Heads-Up Display Surgeon Feedback",Justis P. Ehlers; Sunil K. Srivastava; Daniel Feiler; Amanda I. Noonan; Andrew M. Rollins; Yuankai K. Tao,2014,article,PLoS ONE,122,Q04,no
10.1371/journal.pone.0150278,10.1371/journal.pone.0150278,https://openalex.org/W2278147799,"The First Interlaced Continuum Robot, Devised to Intrinsically Follow the Leader",Byungjeon Kang; Risto Kojcev; Edoardo Sinibaldi,2016,article,PLoS ONE,58,Q08,no
10.1371/journal.pone.0175569,10.1371/journal.pone.0175569,https://openalex.org/W2606015934,New insights into valve-related intramural and intracellular bacterial diversity in infective endocarditis,Andreas Oberbach; Nadine Schlichting; Stefan Feder; Stefanie Lehmann; Yvonne Kullnick; Tilo Buschmann; Conny Blumert; Friedemann Horn; Jochen Neuhaus; Ralph Neujahr; Erik Bagaev; Christian Hagl; Maximilian Pichlmaier; Arne C. Rodloff; Sandra Gräber; Katharina Kirsch; Marcus Sandri; Vivek Kumbhari; Armirhossein Behzadi; Amirali Behzadi; João Carlos Correia; Friedrich W. Mohr; Maik Friedrich,2017,article,PLoS ONE,26,Q09,no
10.1371/journal.pone.0199155,10.1371/journal.pone.0199155,https://openalex.org/W2809208997,Analysis of polarized-light effects in glass-promoting solutions with applications to cryopreservation and organ banking,Prem K. Solanki; Yoed Rabin,2018,article,PLoS ONE,7,Q08,no
10.1371/journal.pone.0214120,10.1371/journal.pone.0214120,https://openalex.org/W2928323355,Low-cost sensor-integrated 3D-printed personalized prosthetic hands for children with amniotic band syndrome: A case study in sensing pressure distribution on an anatomical human-machine interface (AHMI) using 3D-printed conformal electrode arrays,Yuxin Tong; Ezgi Küçükdeğer; Justin Halper; Ellen Cesewski; Elena Karakozoff; Alexander P. Haring; David McIlvain; Manjot Singh; Nikita Khandelwal; Alex Meholic; Sahil Laheri; Akshay Sharma; Blake N. Johnson,2019,article,PLoS ONE,37,Q05,no
10.1371/journal.pone.0301361,10.1371/journal.pone.0301361,https://openalex.org/W4394856565,The internal and marginal adaptation of lithium disilicate endocrowns fabricated using intra and extraoral scanners: An in-vitro study,Marzieh Akhlaghian; Amir-Alireza Khaledi; Seyed Ali Mosaddad; Sana Dabiri; Rashin Giti; Farhad Kadkhodae; Shabnam Gholami,2024,article,PLoS ONE,3,Q05,no
10.14257/ijca.2016.9.3.38,10.14257/ijca.2016.9.3.38,https://openalex.org/W2314401269,Simulation about Warm Forming Deep Hole in Sheet,Xiaowei Xu; Z.R. Chen; Xiaochen Ma; Feng Guo,2016,article,International Journal of Control and Automation,0,Q02,no
10.14288/1.0058980,10.14288/1.0058980,https://openalex.org/W2290824782,Electrostatic charging in gas-solid fluidized beds,Ah‐Hyung Alissa Park,2009,dissertation,cIRcle (University of British Columbia),31,Q04,no
10.14288/1.0073707,10.14288/1.0073707,https://openalex.org/W2315253273,Microfabricated electromagnetic actuators for confocal measurements and imaging,Hadi Mansoor,2013,dissertation,cIRcle (University of British Columbia),1,Q10,no
10.14445/23488360/ijme-v11i8p105,10.14445/23488360/ijme-v11i8p105,https://openalex.org/W4402577920,Review of Parameters for Enhancing the Deep Hole Drilling Process Using Cutting Fluids,Dharmendra J. Patel; Pravin P. Rathod; Makwana V.M.; Jaradi P.K; Chandrala M.M,2024,article,International Journal of Mechanical Engineering,1,Q02,no
10.14569/ijacsa.2023.0140641,10.14569/ijacsa.2023.0140641,https://openalex.org/W4383426503,Automated Type Identification and Size Measurement for Low-Voltage Metering Box Based on RGB-Depth Image,Pengyuan Liu; Xurong Jin; Shaokui Yan; Tingting Hu; Yuanfeng Zhou; Ling He; Xiaomei Yang,2023,article,International Journal of Advanced Computer Science and Applications,0,Q05,no
10.14716/ijtech.v9i4.455,10.14716/ijtech.v9i4.455,https://openalex.org/W2884566303,Discriminant Analysis as a Tool for Detecting the Acoustic Signals of Termites Coptotermes Curvignathus (Isoptera: Rhinotermitidae),Muhammad Achirul Nanda; Kudang Boro Seminar; Dodi Nandika; Akhiruddin Maddu,2018,article,International Journal of Technology,39,Q08,no
10.14810/ijmech.2015.4201,10.14810/ijmech.2015.4201,https://openalex.org/W4249425169,Blade Tip Clearance Measurement using Microwave Sensing System,Anwesha Dutta; Shivangi; J Valarmathi,2015,article,International Journal of Recent advances in Mechanical Engineering,4,Q12,yes
10.14945/00009603,10.14945/00009603,https://openalex.org/W2433500971,Experimental study of single-tip optical fiber probing in dispersed gas-liquid two-phase flow and micro-processing of the optical fiber probe using the femtosecond pulse laser,Yuki Mizushima,2015,dissertation,Shizuoka University Repository (Shizuoka University),0,Q04,no
10.15017/1441225,10.15017/1441225,https://openalex.org/W2292924324,Development of Automatic Measurement System for Surface Profiles,Ali Md Hazrat,2014,dissertation,Institutional Repositories DataBase (IRDB),0,Q03;Q09,no
10.15083/00075261,10.15083/00075261,https://openalex.org/W2891023015,Development of Electrostatic Induction Feeding EDM with Controlled Pulse Train Method,Binti-Mohd Abbas Norliana,2016,dissertation,Institutional Repositories DataBase (IRDB),1,Q09,no
10.1515/bpasts-2015-0010,10.1515/bpasts-2015-0010,https://openalex.org/W840703494,Non-destructive and semi-destructive diagnostics of concrete structures in assessment of their durability,Jerzy Hoła; Jan Bień; Łukasz Sadowski; Krzysztof Schabowicz,2015,article,Bulletin of the Polish Academy of Sciences Technical Sciences,123,Q08,no
10.1515/itit-2022-0006,10.1515/itit-2022-0006,https://openalex.org/W4294190884,Advances in digital pottery analysis,Stephan Karl; Peter Houska; Stefan Lengauer; Jessica Haring; Elisabeth Trinkl; Reinhold Preiner,2022,article,it - Information Technology,13,Q05,no
10.1515/msr-2015-0008,10.1515/msr-2015-0008,https://openalex.org/W2567226474,3D Hole Inspection Using Lens with High Field Curvature,P. S. Zavyalov,2015,article,Measurement Science Review,10,Q06,yes
10.1515/nanoph-2013-0033,10.1515/nanoph-2013-0033,https://openalex.org/W2025707644,Optical microfibers and nanofibers,Xiaoqin Wu; Limin Tong,2013,article,Nanophotonics,169,Q04,no
10.1515/nanoph-2018-0173,10.1515/nanoph-2018-0173,https://openalex.org/W2913523451,Portable tumor biosensing of serum by plasmonic biochips in combination with nanoimprint and microfluidics,Jianyang Zhou; Feng Tao; Jinfeng Zhu; Shaowei Lin; Zhengying Wang; Xiang Wang; Jun‐Yu Ou; Yuan Li; Qing Liu,2018,article,Nanophotonics,55,Q04,no
10.1515/nanoph-2020-0079,10.1515/nanoph-2020-0079,https://openalex.org/W3034102698,Tip‐enhanced photoluminescence nano‐spectroscopy and nano‐imaging,Hyeongwoo Lee; Dong Yun Lee; Min Gu Kang; Yeonjeong Koo; Tae-Hyun Kim; Kyoung‐Duck Park,2018,article,Nanophotonics,87,Q04,no
10.1515/nanoph-2020-0373,10.1515/nanoph-2020-0373,https://openalex.org/W3084232068,Metasurfaces for biomedical applications: imaging and sensing from a nanophotonics perspective,Shuyan Zhang; Chi Lok Wong; Shuwen Zeng; Renzhe Bi; Kolvyn Tai; Kishan Dholakia; Malini Olivo,2020,article,Nanophotonics,267,Q04,no
10.1515/tjj-2025-0035,10.1515/tjj-2025-0035,https://openalex.org/W7161827916,Experimental study on flow field measurements inside the tip clearance of an axial compressor using PIV,Zhiliang Xue; Zhihong Liao; Jianqi Shen; Yonggang Zhou; Qiwen Jin; Xuecheng Wu,2026,article,International Journal of Turbo and Jet Engines,0,Q12,yes
10.1520/mpc20170091,10.1520/mpc20170091,https://openalex.org/W2780556799,Multiscale Measurements of Residual Stress in a Low-Alloy Carbon Steel Weld Clad with IN625 Superalloy,G. Benghalia; S. Rahimi; JodiAnne T. Wood; Harry Coules; Sanjooram Paddea,2018,article,Materials Performance and Characterization,10,Q02,no
10.1520/stp25462s,10.1520/stp25462s,https://openalex.org/W1783132416,Assessment of Building Facades in Masonry and Stone,SE Thomasen; CL Searls,1990,book-chapter,,5,Q08,no
10.15221/11.164,10.15221/11.164,https://openalex.org/W2039237716,"Automated Generation of Human Models from Scan Data in Anatomically Correct Postures for Rapid Development of Close-Fitting, Functional Garments",Christine Meixner; Sybille Krzywinski,2011,conference-paper,,2,Q05,no
10.15221/13.211,10.15221/13.211,https://openalex.org/W1993970239,High Accuracy Passive Photogrammetry 3D Body Scanner,Antonio José Fernández Pérez; Rubén Múñiz; Juan I. Luengo; Efren Vigil,2013,conference-paper,,0,Q05,no
10.1523/jneurosci.0557-05.2005,10.1523/jneurosci.0557-05.2005,https://openalex.org/W2012848446,Mesocortical Dopamine Neurons Operate in Distinct Temporal Domains Using Multimodal Signaling,Antonieta Lavı́n; Lourdes M. Nogueira; Christopher C. Lapish; R. Mark Wightman; Paul E. M. Phillips; Jeremy K. Seamans,2005,article,Journal of Neuroscience,231,Q04,no
10.1523/jneurosci.3011-14.2014,10.1523/jneurosci.3011-14.2014,https://openalex.org/W2103669147,Topographic Mapping between Basal Forebrain Cholinergic Neurons and the Medial Prefrontal Cortex in Mice,Bernard Bloem; Luc Schoppink; Diana C. Rotaru; Amu Faiz; Patrick Hendriks; Huibert D. Mansvelder; Wilma D. J. van de Berg; Floris G. Wouterlood,2014,article,Journal of Neuroscience,147,Q04,no
10.1529/biophysj.104.052795,10.1529/biophysj.104.052795,https://openalex.org/W1989223816,λ-Repressor Oligomerization Kinetics at High Concentrations Using Fluorescence Correlation Spectroscopy in Zero-Mode Waveguides,Kevan T. Samiee; Mathieu Foquet; Linjie Guo; Elizabeth H. Cox; Harold G. Craighead,2004,article,Biophysical Journal,101,Q02;Q09,no
10.15376/biores.15.3.7178-7190,10.15376/biores.15.3.7178-7190,https://openalex.org/W3046374919,Influence of tissue paper converting conditions on finished product softness,António de O. Mendes; Joana C. Vieira; Ana M. Carta; Enrico Galli; Rogério Simões; M. Santos Silva; Ana Paula Costa; Paulo T. Fiadeiro,2020,article,BioResources,14,Q09,no
10.1590/s0103-90161999000500010,10.1590/s0103-90161999000500010,https://openalex.org/W2063623792,Distribuição do sistema radicular de uma cultura de aveia forrageira,L. Fante; Klaus Reichardt; Lúcio André de Castro Jorge; Osny Oliveira Santos Bacchi,1999,article,Scientia Agricola,14,Q08,no
10.1590/s0104-66322007000300008,10.1590/s0104-66322007000300008,https://openalex.org/W2111659339,The effect of vibration on bed voidage behaviors in fluidized beds with large particles,Haibo Jin; J. Zhang; B. Zhang,2007,article,Brazilian Journal of Chemical Engineering,7,Q04,no
10.1590/s1678-58782004000400006,10.1590/s1678-58782004000400006,https://openalex.org/W4234672745,Flow measurements,K. D. Jensen,2004,article,Journal of the Brazilian Society of Mechanical Sciences and Engineering,56,Q04,no
10.1617/s11527-018-1254-4,10.1617/s11527-018-1254-4,https://openalex.org/W2895842152,Understanding of historical masonry for conservation approaches: the contribution of Prof. Luigia Binda to research advancement,Anna Anzani; Giuliana Cardani; Paola Condoleo; Elsa Garavaglia; A. Saisi; C. Tedeschi; Claudia Tiraboschi; María Rosa Valluzzi,2018,article,Materials and Structures,31,Q08,no
10.17504/protocols.io.6qpvr3dqovmk/v1,10.17504/protocols.io.6qpvr3dqovmk/v1,https://openalex.org/W4407682107,Multi-Site Optic Fiber Implants v1,Avalon Amaya; Kenta M. Hagihara; Benjamin Ouellette; Conor Grasso,2023,preprint,,1,Q04,no
10.17559/tv-20220401232505,10.17559/tv-20220401232505,https://openalex.org/W4294539207,An Innovative Photogrammetric System for 3D Digitization of Dental Models,Željko Santoši; Igor Budak; Mario Šokac; Miloš Kuzmanović; Djordje Vukelić,2022,article,Tehnicki vjesnik - Technical Gazette,3,Q05,no
10.17567/ataunidfd.713422,10.17567/ataunidfd.713422,https://openalex.org/W3041918072,DİŞ HEKİMLİĞİNDE GÜNCEL İNTRAORAL TARAYICILAR,Halil BAKIÇ; Mustafa KOCACIKLI; Turan Korkmaz,2020,article,Atatürk Üniversitesi Diş Hekimliği Fakültesi Dergisi,3,Q05,no
10.17756/nwj.2023-s4-008,10.17756/nwj.2023-s4-008,https://openalex.org/W4390799389,Experimental Investigation of Kerf Angle and Drilling Rate in AWJM Deep Hole Drilling on SSAISI 316L,,2023,article,NanoWorld Journal,2,Q02,no
10.17760/d20323962,10.17760/d20323962,https://openalex.org/W3111179480,Development and validation of technology for fluorescence detection and enumeration of extremely rare circulating cells in vivo,Xuefei Tan,2019,dissertation,,1,Q04,no
10.17863/cam.14276,10.17863/cam.14276,https://openalex.org/W754132273,The effect of sintering and CMAS on the stability of plasma-sprayed zirconia thermal barrier coatings,Maya Shinozaki,2013,dissertation,Apollo (University of Cambridge),3,Q08,no
10.17869/enu.269081,10.17869/enu.269081,https://openalex.org/W1494259181,"Daylighting performance of tubular solar light pipes: measurement, modelling and validation.",Xiaodong Zhang,2026,dissertation,Research Output (Edinburgh Napier University),16,Q05,yes
10.17877/de290r-7713,10.17877/de290r-7713,https://openalex.org/W2158663708,Monitoring strategies for chatter detection in a drilling process,Amor Messaoud,2007,dissertation,Technische Universität Dortmund Eldorado (Technische Universität Dortmund),5,Q02,no
10.18287/2412-6179-co-1326,10.18287/2412-6179-co-1326,https://openalex.org/W4387910597,Investigation of polarization transformations performed with a refractive bi-conical axicon using the FDTD method,"Pavel A. Khorin; IPSI RAS – Branch of the FSRC “Crystallography and Photonics” RAS; A.M. Algubili; S. A. Degtyarev; IPSI RAS - Branch of the FSRC “Crystallography and Photonics” RAS; S. K. Sergunin; С. В. Карпеев; IPSI RAS - Branch of the FSRC “Crystallography and Photonics” RAS; S.N. Khonina 1,2; IPSI RAS - Branch of the FSRC “Crystallography and Photonics” RAS",2023,article,Computer Optics,5,Q05,no
10.18494/sam.2012.777,10.18494/sam.2012.777,https://openalex.org/W2287077708,Precision Profile Measurement System for Microholes Using Vibrating Optical Fiber,,2012,article,Sensors and Materials,3,Q04,yes
10.19080/etoaj.2021.04.555626,10.19080/etoaj.2021.04.555626,https://openalex.org/W3181626638,A Literature Review of Non-Contact Tools and Methods in Structural Health Monitoring,Sebastian Tamayo Vegas,2021,article,Engineering Technology Open Access Journal,12,Q12,no
10.19206/ce-117241,10.19206/ce-117241,https://openalex.org/W775809797,Measurement methods in marine engine endoscopy,Zbigniew Korczewski,2008,article,Silniki Spalinowe/Combustion Engines,1,Q08,no
10.19206/ce-150503,10.19206/ce-150503,https://openalex.org/W4284673013,Effect of deposition of carbon deposits on charge flow in EGR valve in CI engine,Marek Woźniak; Krzysztof Siczek; S. Zakrzewski; P. Just; Gustavo Ozuna; Constantin Onescu,2022,article,Silniki Spalinowe/Combustion Engines,3,Q05,no
10.20944/preprints202107.0077.v1,10.20944/preprints202107.0077.v1,https://openalex.org/W3178296821,High Temperature Magnetic Sensors,Edward Rokicki; Radosław Przysowa; Jerzy Kotkowski; Paweł Majewski,2021,preprint,Preprints.org,4,Q12,no
10.20944/preprints202306.0348.v1,10.20944/preprints202306.0348.v1,https://openalex.org/W4379375053,Core Needle Biopsy Guidance Based on Tissue Morphology Assessment With AI-OCT Imaging,Gopi Maguluri; John Grimble; Aliana Caron; Ge Zhu; Savitri Krishnamurthy; Amanda McWatters; Gillian Beamer; Seung‐Yi Lee; Nicusor Iftimia,2023,preprint,Preprints.org,6,Q10,no
10.20944/preprints202311.1704.v1,10.20944/preprints202311.1704.v1,https://openalex.org/W4389149594,Quality of Colour Rendering in Photographic Scenes Illuminated by Light Sources with Light-Shaping Attachments,Veronika Štampfl; Jure Ahtik,2023,preprint,Preprints.org,1,Q05,no
10.20944/preprints202401.2220.v1,10.20944/preprints202401.2220.v1,https://openalex.org/W4391444509,Advances in Aeroengine Cooling Hole Measurement: A Comprehensive Review,Shuyan Yan; Junkai Shi; Guannan Li; Can Hao; Ying Wang; Hao Yu; Weihu Zhou,2024,preprint,Preprints.org,3,Q03,yes
10.21014/acta_imeko.v9i4.737,10.21014/acta_imeko.v9i4.737,https://openalex.org/W3111958114,A sensor data fusion-based locating method for large-scale metrology,Andrea Rega; Ferdinando Vitolo; Stanislao Patalano; Salvatore Gerbino,2020,article,ACTA IMEKO,2,Q05,no
10.21014/actaimeko.v12i2.1510,10.21014/actaimeko.v12i2.1510,https://openalex.org/W4382788432,A theoretical model for uncertainty sources identification in tip-timing measurement systems,Giulio Tribbiani; Lorenzo Capponi; Tommaso Tocci; Tiberio Truffarelli; Roberto Marsili; Gianluca Rossi,2023,article,ACTA IMEKO,3,Q12,no
10.21062/mft.2023.098,10.21062/mft.2023.098,https://openalex.org/W4389367335,Design of a Photoelectric Measuring Robot for Straightness of Deep/Blind Hole with Automatic Centering Function,Zhao Haifeng,2023,article,MANUFACTURING TECHNOLOGY,4,Q02,yes
10.21062/ujep/105.2018/a/1213-2489/mt/18/3/357,10.21062/ujep/105.2018/a/1213-2489/mt/18/3/357,https://openalex.org/W2884298706,Investigation on the Effectiveness of Through-hole Replicas of Deep Small Holes,Elena Bassoli; Lucia Denti,2018,article,MANUFACTURING TECHNOLOGY,1,Q02;Q03;Q09,no
10.21083/978-1-77470-000-6,10.21083/978-1-77470-000-6,https://openalex.org/W4285721590,Groundwater Velocity,J.F. Devlin,2020,book,The Groundwater Project eBooks,6,Q08,no
10.21123/bsj.2020.17.3.0899,10.21123/bsj.2020.17.3.0899,https://openalex.org/W3082070570,Reconstruction of Three-Dimensional Object from Two-Dimensional Images by Utilizing Distance Regularized Level Algorithm and Mesh Object Generation,Samera Shams Hussein; Sukaina Sh Altyar; Lubab Ahmed Tawfeeq; Eman S. Harba,2020,article,Baghdad Science Journal,1,Q05,no
10.2113/2022/8179501,10.2113/2022/8179501,https://openalex.org/W4307808996,Mechanism of Rock Burst and Its Dynamic Control Measures in Extra-Thick Coal Seam Mining from below the Residual Coal Seam to below the Gob,Chong Jia; Xingping Lai; Feng Cui; Shuai Zhang; Jingxuan Sun; Mengqi Tian,2022,article,Lithosphere,3,Q02,no
10.21203/rs.3.rs-1273992/v1,10.21203/rs.3.rs-1273992/v1,https://openalex.org/W4210809563,Crack detection in upsetting of aluminum alloy using acoustic emission monitoring technology,Mingyu Ha; Ji Hoon Kim; Sang-Woo Kim,2022,preprint,Research Square,0,Q07,no
10.21203/rs.3.rs-1505492/v1,10.21203/rs.3.rs-1505492/v1,https://openalex.org/W4226394956,Simulation and Experimental Study on Metal Microstructure of Meniscus-Confined Electrodeposition,Jinkai Xu; Zhenming Xu; Wanfei Ren; Zhaoqiang Zou; Xue Wang,2022,preprint,Research Square,1,Q09,no
10.21203/rs.3.rs-157307/v1,10.21203/rs.3.rs-157307/v1,https://openalex.org/W4234986726,Flow Separation Control of Nacelle in Crosswind by Microsecond Pulsed Surface Dielectric Barrier Discharge Plasma Actuator,Yuhao Jia; Hua Liang; Qikun He; Zhi Su; Guoxing Song,2021,preprint,Research Square,2,Q12,no
10.21203/rs.3.rs-1716212/v1,10.21203/rs.3.rs-1716212/v1,https://openalex.org/W4282915118,Fabrication of high accuracy micro-hole by micro-EDM under tool electrode spiral motion feed mode aided with fixed reference axial compensation,Junfeng Gou; Jingyun Lai; Haoran Lin; K.C. Chan; T.M. Yue; Xinlang Zuo; Zhixiang Zou; Jiangwen Liu,2022,preprint,Research Square,1,Q09,no
10.21203/rs.3.rs-201791/v1,10.21203/rs.3.rs-201791/v1,https://openalex.org/W3130661972,Research on multi-sensor measurement system and evaluation method for roundness and straightness errors of deep-hole parts,Ci Song; Xibin Wang; zhibing Liu; Hui Chen,2021,preprint,Research Square,1,Q02,yes
10.21203/rs.3.rs-203027/v1,10.21203/rs.3.rs-203027/v1,https://openalex.org/W3164988060,Using Response Surface Methodology of Deep Hole Electrical Discharge Machining Study of Nickel-Base Alloy Inconel-718,Shao‐Hsien Chen; Kuo-Tai Huang,2021,preprint,Research Square,1,Q02,no
10.21203/rs.3.rs-2529144/v1,10.21203/rs.3.rs-2529144/v1,https://openalex.org/W4319349927,Study on surface Morphology of 7075 aluminum alloy deep hole by two-dimensional ultrasonic elliptical vibration turning,Yanqiu Ye; Jinglin Tong; Guiling Hu; Shuaikun Yang; Zhipeng Zhang,2023,preprint,Research Square,2,Q02,no
10.21203/rs.3.rs-3816694/v1,10.21203/rs.3.rs-3816694/v1,https://openalex.org/W4390656166,Optimization of process parameters for the new process of deep hole machining by roll machining technology,Tian Chunlei; Yan Cao; Chen Tian; Yuan Tianlong,2024,preprint,Research Square,0,Q02,no
10.21203/rs.3.rs-7805209/v1,10.21203/rs.3.rs-7805209/v1,https://openalex.org/W4415915690,Hash-NURF: Efficient Nested Transparent Object Reconstruction Using Multi-Resolution Hash Encoding,Fan Gao; Yibo Zhao; Youcheng Cai; Ligang Liu,2025,preprint,Research Square,0,Q05,no
10.21236/ada552103,10.21236/ada552103,https://openalex.org/W237047075,Evaluation of Nondestructive Methods for Determining Pavement Thickness,Lulu Edwards; Quint Mason,2011,report,,15,Q08,no
10.21278/tof.444007919,10.21278/tof.444007919,https://openalex.org/W3112601034,Electrochemical Small Diameter Deep Hole Drilling of Powder Metal Steel,Hacı Bekir Özerkan; Can Çoğun,2020,article,Transactions of FAMENA,13,Q02,no
10.21423/r1hd4k,10.21423/r1hd4k,https://openalex.org/W77789407,Advanced Technologies For Turbomachinery Systems - An Overview,Melvin J. Hartmann,1982,other,NASA STI Repository (National Aeronautics and Space Administration),2,Q12,no
10.21423/r1ps8f,10.21423/r1ps8f,https://openalex.org/W2339048925,Analysis Of Solid Particle Surface Impact Behavior In Turbomachines To Assess Blade Erosion And Fouling,Klaus Brun,2012,article,OAKTRUST (Texas A&M University),8,Q12,no
